student_id,Introduction to Computer Science,Structured Programming,Structured Programming Lab,Calculus 1,Calculus 2,Discrete Mathematics,Statistical Methods,Linear Algebra,Object Oriented Programming,Object Oriented Programming Lab,Data Structures and Introduction to Algorithms,Algorithms Design and Analysis,Database Systems,Database Systems Lab,Operating Systems,Operating Systems Lab,Distributed Systems,Computer and Society,Information Systems Security,Introduction to Data Science,Introduction to Data Science Lab,Data Engineering,Data Engineering Lab,Statistics and Probability for Data Science,Artificial Intelligence,Computer Architecture for Machine Learning,Natural Language Processing,High Performance Computing for Big Data,Data Visualization,Pattern Recognition,Data Mining,Business Intelligence
20200038,5,0,1.0,1,4,8.0,3.0,8.0,0.0,1.0,1,3.0,8.0,7.0,2.0,6.0,,5.0,,3.0,1.0,,,2,0.0,0.0,3.0,,,,,
20200039,7,4,8.0,2,4,0.0,1.0,3.0,5.0,,4,6.0,6.0,,8.0,,,7.0,,,,,,5,6.0,1.0,,,,0.0,,
20200040,5,4,,6,1,6.0,,8.0,2.0,8.0,3,,7.0,7.0,1.0,,,2.0,0.0,,,,,2,0.0,0.0,,,,,,
20200041,1,6,8.0,0,6,,1.0,1.0,2.0,4.0,1,,3.0,,6.0,,6.0,,5.0,,,,,6,,,,,,,,
20200042,3,7,3.0,8,6,7.0,8.0,,4.0,6.0,4,5.0,7.0,5.0,2.0,7.0,,,,6.0,2.0,,,8,8.0,6.0,7.0,,,,,
20200043,1,5,5.0,0,2,3.0,6.0,2.0,2.0,6.0,5,7.0,8.0,,4.0,,,,,,,,,3,5.0,,,,,,,
20200044,4,5,2.0,7,6,1.0,2.0,6.0,2.0,,2,,7.0,4.0,1.0,5.0,6.0,,,,,,,7,1.0,1.0,1.0,,,,,
20200045,8,2,4.0,8,0,1.0,7.0,2.0,3.0,,4,8.0,,,,,,8.0,,3.0,,,,6,6.0,,,,,7.0,,
20200046,3,2,6.0,6,5,1.0,1.0,,4.0,2.0,1,,,,6.0,1.0,6.0,7.0,1.0,8.0,,,,6,,8.0,,,,,,
20200047,8,5,5.0,6,3,5.0,,2.0,5.0,,0,7.0,0.0,7.0,7.0,3.0,0.0,0.0,7.0,,,,,7,2.0,6.0,4.0,,,,,
20200048,3,2,1.0,0,5,1.0,6.0,7.0,7.0,,6,8.0,4.0,2.0,8.0,,2.0,2.0,,,,,,3,5.0,3.0,3.0,,,3.0,,
20200049,8,3,,3,6,0.0,2.0,8.0,1.0,,4,,1.0,,2.0,1.0,4.0,0.0,7.0,,,,,2,3.0,4.0,,,,3.0,,
20200050,7,5,3.0,4,7,5.0,2.0,,4.0,4.0,8,5.0,3.0,,,,,,,,,,,0,,2.0,,,,,,
20200051,7,6,,6,6,,0.0,7.0,7.0,,8,,,,6.0,,6.0,8.0,1.0,,,,,2,2.0,0.0,,,,,,
20200052,0,0,4.0,3,3,7.0,1.0,4.0,8.0,,4,4.0,3.0,3.0,1.0,,0.0,7.0,,5.0,1.0,,,7,7.0,0.0,,,,5.0,2.0,
20200053,2,0,,7,3,,6.0,8.0,5.0,,1,,,,,,,2.0,,2.0,,,,7,2.0,,,,,7.0,3.0,
20200054,2,1,5.0,0,1,1.0,8.0,4.0,7.0,0.0,3,4.0,2.0,4.0,1.0,,,2.0,,2.0,,,,7,2.0,6.0,,,,6.0,7.0,
20200055,7,2,,7,4,4.0,6.0,8.0,0.0,,1,0.0,7.0,,6.0,,5.0,2.0,0.0,2.0,,,,8,1.0,,,,,,,
20200056,4,1,,1,7,,2.0,5.0,8.0,3.0,7,4.0,2.0,,6.0,6.0,5.0,0.0,5.0,,,,,1,,8.0,,,,,,
20200057,6,5,4.0,7,2,4.0,,8.0,,,6,6.0,,,0.0,,,1.0,0.0,,,,,6,,,,,,6.0,,
20200058,6,2,1.0,7,3,7.0,0.0,8.0,7.0,,8,4.0,5.0,7.0,4.0,8.0,0.0,2.0,,,,,,7,1.0,0.0,5.0,,,,,
20200059,6,8,3.0,0,4,4.0,1.0,0.0,2.0,5.0,2,8.0,4.0,7.0,7.0,6.0,2.0,6.0,,,,,,3,1.0,0.0,,,,,,
20200060,4,1,2.0,1,0,0.0,1.0,1.0,1.0,2.0,8,1.0,3.0,4.0,1.0,4.0,7.0,7.0,,,,,,0,1.0,0.0,,,,,,
20200061,2,1,5.0,3,5,7.0,,2.0,2.0,,7,,,,,,,5.0,,,,,,4,0.0,6.0,,,,,,
20200062,1,2,4.0,6,6,5.0,4.0,4.0,1.0,8.0,7,4.0,,,,,,,,,,,,6,2.0,5.0,,,,1.0,,
20200063,6,3,3.0,2,7,1.0,,6.0,2.0,,2,,7.0,,3.0,5.0,0.0,0.0,,,,,,6,7.0,0.0,,,,2.0,,
20200064,8,7,6.0,8,0,2.0,,8.0,5.0,,0,0.0,8.0,,6.0,,,4.0,,,,,,1,7.0,6.0,,,,,,
20200065,5,2,,0,1,,1.0,7.0,4.0,,4,,8.0,,2.0,,,,7.0,1.0,2.0,,,2,,8.0,,,,,,
20200066,7,3,2.0,3,3,2.0,4.0,7.0,5.0,,7,5.0,5.0,,6.0,,,1.0,,,,,,3,,6.0,,,,8.0,,
20200067,1,1,2.0,6,6,,1.0,1.0,6.0,,4,,,,,,,7.0,,,,,,1,2.0,1.0,,,,1.0,,
20200068,3,7,1.0,5,5,5.0,,3.0,,,7,7.0,8.0,,7.0,,,2.0,,,,,,3,,0.0,,,,,,
20200069,0,1,3.0,5,5,0.0,8.0,1.0,2.0,,3,6.0,2.0,,2.0,,,8.0,6.0,7.0,,,,4,5.0,1.0,,,,0.0,,
20200070,5,4,3.0,7,2,0.0,7.0,2.0,7.0,3.0,4,0.0,6.0,6.0,8.0,8.0,2.0,6.0,,,,,,2,2.0,4.0,3.0,,,,,
20200071,1,4,,1,1,5.0,6.0,3.0,7.0,6.0,3,3.0,2.0,1.0,,,,6.0,,3.0,,,,0,5.0,5.0,7.0,,,,1.0,
20200072,0,7,4.0,2,7,8.0,5.0,2.0,,,2,7.0,8.0,,1.0,,,,,6.0,6.0,,,4,2.0,0.0,,,,,2.0,
20200073,8,5,2.0,1,4,2.0,5.0,6.0,4.0,1.0,6,2.0,5.0,6.0,3.0,3.0,,7.0,,6.0,1.0,,,4,1.0,1.0,2.0,,,2.0,7.0,
20200074,3,6,0.0,0,2,1.0,1.0,6.0,4.0,6.0,7,2.0,4.0,1.0,0.0,4.0,6.0,8.0,1.0,,,,,0,7.0,5.0,0.0,,,6.0,,
20200075,0,5,7.0,8,6,4.0,0.0,6.0,2.0,6.0,8,3.0,1.0,0.0,7.0,2.0,6.0,3.0,3.0,,,,,1,5.0,6.0,,,,3.0,,
20200076,0,4,4.0,2,4,,6.0,4.0,5.0,1.0,4,8.0,,,3.0,4.0,,6.0,6.0,3.0,5.0,,,5,3.0,1.0,,,,,8.0,
20200077,7,5,,6,5,1.0,2.0,7.0,,,4,4.0,6.0,,0.0,8.0,4.0,3.0,,3.0,2.0,,,2,1.0,2.0,,,,7.0,1.0,1.0
20200078,3,7,8.0,4,0,7.0,1.0,5.0,5.0,,1,,1.0,1.0,7.0,2.0,,8.0,,8.0,,,,6,2.0,,5.0,,,5.0,,
20200079,4,7,6.0,6,3,,,,0.0,,0,1.0,2.0,8.0,5.0,,,3.0,2.0,,,,,1,4.0,2.0,,,,,,
20200080,2,6,,4,0,8.0,,,,,0,,4.0,8.0,8.0,6.0,,8.0,,,,,,5,,7.0,,,,,,
20200081,0,7,,6,4,8.0,,7.0,0.0,5.0,4,4.0,4.0,3.0,5.0,3.0,,0.0,,,,,,6,1.0,8.0,,,,7.0,,
20200082,5,0,5.0,0,0,7.0,0.0,1.0,2.0,,0,2.0,5.0,4.0,7.0,4.0,,4.0,4.0,,,,,2,6.0,4.0,0.0,,,,,
20200083,7,0,8.0,4,1,6.0,0.0,2.0,0.0,7.0,7,4.0,,,2.0,,5.0,8.0,,,,,,3,4.0,3.0,,,,3.0,,
20200084,3,8,5.0,4,0,2.0,1.0,2.0,1.0,8.0,8,,,,,,,1.0,,,,,,5,,0.0,,,,1.0,,
20200085,0,7,7.0,8,0,1.0,5.0,7.0,0.0,6.0,6,7.0,2.0,3.0,4.0,,,3.0,,,,,,3,2.0,4.0,,,,,,
20200086,7,4,2.0,7,6,,,2.0,7.0,,2,,6.0,0.0,,,,8.0,,,,,,4,6.0,,6.0,,,,,
20200087,5,8,,8,4,0.0,,4.0,6.0,,5,5.0,1.0,1.0,4.0,,,4.0,,,,,,2,6.0,2.0,,,,,,
20200088,5,1,3.0,8,6,,3.0,1.0,,,3,6.0,2.0,5.0,2.0,,,3.0,,8.0,,1.0,,1,6.0,0.0,,3.0,5.0,2.0,3.0,
20200089,7,3,7.0,1,3,1.0,8.0,7.0,2.0,3.0,6,4.0,6.0,7.0,6.0,0.0,5.0,0.0,3.0,8.0,6.0,,,7,2.0,4.0,,,,2.0,,
20200090,0,8,,8,1,,,,,,3,0.0,1.0,,4.0,8.0,,5.0,,,,,,0,1.0,,,,,,,
20200091,6,4,4.0,3,7,3.0,8.0,7.0,0.0,,6,4.0,7.0,,8.0,3.0,8.0,1.0,,,,,,2,1.0,6.0,4.0,,,7.0,,
20200092,0,7,,6,8,,2.0,6.0,,,0,0.0,4.0,1.0,4.0,,,6.0,,6.0,1.0,,,0,,1.0,,,,,,
20200093,6,8,,1,2,,,5.0,7.0,4.0,0,,7.0,,2.0,,,,,,,,,0,,7.0,,,,,,
20200094,6,8,5.0,1,0,2.0,7.0,4.0,3.0,,8,2.0,2.0,,5.0,,,5.0,1.0,,,,,3,1.0,8.0,,,,4.0,,
20200095,3,4,5.0,8,5,3.0,0.0,2.0,5.0,,0,7.0,3.0,,4.0,,,,,8.0,,,,2,3.0,8.0,,,,,,
20200096,6,8,3.0,0,4,3.0,4.0,1.0,0.0,6.0,6,1.0,5.0,3.0,0.0,3.0,7.0,0.0,3.0,,,,,2,4.0,7.0,,,,,,
20200097,6,0,3.0,7,2,7.0,0.0,7.0,6.0,6.0,2,7.0,2.0,,4.0,,,,,7.0,4.0,8.0,7.0,5,6.0,5.0,,,,,,
20200098,1,0,,6,4,,3.0,,2.0,,0,0.0,4.0,,0.0,,0.0,4.0,7.0,3.0,,,,6,0.0,8.0,,,,,,
20200099,2,5,8.0,4,3,8.0,6.0,2.0,,,5,1.0,5.0,8.0,1.0,,5.0,1.0,2.0,,,,,8,6.0,3.0,,,,,,
20200100,1,4,3.0,4,0,5.0,8.0,1.0,1.0,5.0,1,5.0,5.0,5.0,2.0,1.0,6.0,2.0,,,,,,7,3.0,4.0,8.0,,,,,
20200101,5,8,3.0,6,6,0.0,3.0,1.0,,,2,3.0,,,8.0,,,3.0,,,,,,4,6.0,,1.0,,,,,
20200102,1,5,,3,7,4.0,1.0,,0.0,,4,7.0,3.0,0.0,8.0,,,,,,,,,3,,4.0,,,,,,
20200103,2,0,6.0,2,6,8.0,8.0,8.0,7.0,,4,,,,,,,4.0,,3.0,7.0,,,7,,6.0,,,2.0,,3.0,
20200104,5,1,3.0,6,4,6.0,,6.0,6.0,,6,1.0,8.0,,8.0,2.0,5.0,,,,,,,2,4.0,3.0,,,,,,
20200105,8,2,5.0,4,8,1.0,7.0,2.0,4.0,5.0,4,6.0,0.0,4.0,7.0,5.0,,2.0,,,,,,8,6.0,7.0,,,,,,
20200106,7,6,6.0,6,3,0.0,0.0,8.0,8.0,4.0,5,7.0,8.0,8.0,7.0,0.0,,0.0,,,,,,1,2.0,8.0,,,,,,
20200107,7,8,,4,4,,,6.0,5.0,,5,0.0,8.0,,1.0,,1.0,4.0,,,,,,1,5.0,2.0,3.0,,,,,
20200108,6,1,,8,8,5.0,6.0,,3.0,,8,,,,,,,3.0,,,,,,7,6.0,1.0,3.0,,,,,
20200109,2,3,5.0,1,8,8.0,8.0,,2.0,,1,8.0,1.0,0.0,6.0,4.0,0.0,8.0,7.0,,,,,5,7.0,,,,,,,
20200110,5,7,,6,0,3.0,0.0,8.0,,,1,3.0,3.0,,6.0,7.0,5.0,,1.0,6.0,,,,1,8.0,7.0,,,,1.0,,
20200111,3,6,3.0,1,0,6.0,4.0,4.0,2.0,7.0,6,0.0,2.0,1.0,7.0,7.0,6.0,5.0,5.0,,,,,0,,0.0,,,,3.0,,
20200112,1,3,1.0,3,8,2.0,1.0,5.0,7.0,4.0,6,4.0,6.0,1.0,4.0,3.0,,5.0,,,,,,2,2.0,3.0,3.0,,,2.0,,
20200113,5,3,8.0,4,6,5.0,6.0,3.0,7.0,,5,1.0,3.0,,7.0,2.0,0.0,6.0,3.0,8.0,,3.0,,7,1.0,0.0,8.0,,,2.0,,
20200114,8,0,8.0,7,6,5.0,0.0,,5.0,,4,,6.0,,6.0,,2.0,7.0,,7.0,0.0,,,0,4.0,6.0,,,,,2.0,
20200115,2,8,1.0,7,3,7.0,7.0,0.0,6.0,1.0,3,8.0,5.0,5.0,5.0,1.0,8.0,3.0,0.0,3.0,8.0,,,7,1.0,8.0,,,,,,
20200116,7,2,5.0,5,7,4.0,2.0,2.0,3.0,8.0,0,0.0,5.0,3.0,3.0,3.0,,5.0,8.0,,,,,8,8.0,4.0,4.0,,,,,
20200117,3,4,2.0,7,2,4.0,6.0,3.0,5.0,6.0,4,,8.0,,4.0,5.0,8.0,3.0,0.0,2.0,5.0,,,7,2.0,,3.0,,,,,
20200118,7,1,5.0,5,8,4.0,3.0,1.0,1.0,0.0,2,3.0,2.0,3.0,4.0,7.0,,6.0,,,,,,6,2.0,4.0,8.0,,,5.0,,
20200119,8,2,5.0,6,5,7.0,5.0,5.0,0.0,6.0,1,1.0,0.0,2.0,7.0,2.0,,3.0,,,,,,7,5.0,0.0,,,,1.0,,
20200120,0,3,7.0,3,8,,5.0,6.0,8.0,2.0,4,6.0,4.0,,6.0,,,2.0,,4.0,,2.0,,3,5.0,5.0,0.0,5.0,,,6.0,
20200121,3,0,,1,6,3.0,,0.0,6.0,,6,,,,8.0,,,2.0,3.0,,,,,2,0.0,3.0,1.0,,,,,
20200122,8,7,,2,3,3.0,8.0,0.0,,,0,,,,,,,2.0,,,,,,1,8.0,,1.0,,,5.0,,
20200123,7,0,4.0,6,3,,,3.0,3.0,,2,7.0,,,8.0,,3.0,4.0,,,,,,3,,,,,,,,
20200124,4,8,,2,8,6.0,7.0,,2.0,,5,0.0,,,0.0,,,,,,,,,3,,1.0,,,,,,
20200125,6,6,0.0,3,1,0.0,,3.0,4.0,,7,1.0,,,5.0,,,,,,,,,3,,6.0,,,,,,
20200126,4,3,8.0,6,1,4.0,1.0,,8.0,4.0,3,,,,2.0,,,8.0,,,,,,2,4.0,4.0,0.0,,,,,
20200127,4,0,6.0,2,1,2.0,4.0,4.0,,,1,2.0,,,5.0,,,4.0,,,,,,4,1.0,5.0,,,,5.0,,
20200128,3,4,1.0,5,5,5.0,0.0,8.0,4.0,2.0,5,4.0,4.0,6.0,4.0,,,7.0,,,,,,1,2.0,1.0,,,,3.0,,
20200129,6,7,1.0,8,3,7.0,6.0,7.0,4.0,,0,6.0,8.0,1.0,8.0,1.0,3.0,5.0,5.0,,,,,6,2.0,1.0,5.0,,,,,
20200130,0,4,,0,8,1.0,3.0,6.0,4.0,,1,7.0,,,4.0,,,3.0,,,,,,1,,5.0,,,,,,
20200131,1,5,5.0,0,4,0.0,1.0,2.0,7.0,,0,8.0,3.0,,0.0,,4.0,1.0,7.0,,,,,3,3.0,1.0,,,,,,
20200132,0,5,6.0,7,5,7.0,,0.0,,,8,3.0,5.0,2.0,6.0,6.0,,3.0,,,,,,6,6.0,,,,,4.0,,
20200133,2,8,,5,3,0.0,8.0,2.0,6.0,,6,8.0,4.0,,3.0,,,,,,,,,1,,,,,,,,
20200134,4,3,5.0,6,3,3.0,7.0,0.0,3.0,7.0,0,2.0,6.0,4.0,2.0,4.0,,2.0,,,,,,0,3.0,2.0,8.0,,,3.0,,
20200135,2,5,1.0,0,6,5.0,7.0,3.0,0.0,6.0,3,4.0,2.0,0.0,6.0,7.0,3.0,0.0,,,,,,4,1.0,3.0,3.0,,,7.0,,
20200136,4,7,7.0,1,2,5.0,3.0,7.0,,,3,0.0,5.0,2.0,2.0,5.0,5.0,4.0,7.0,0.0,,,,4,1.0,2.0,,,,,,
20200137,0,2,4.0,2,0,6.0,,,,,4,7.0,8.0,7.0,5.0,,,,,,,,,2,6.0,3.0,,,,,,
20200138,8,6,2.0,8,1,4.0,0.0,8.0,3.0,1.0,3,5.0,5.0,1.0,1.0,,,6.0,,,,,,7,5.0,8.0,0.0,,,8.0,,
20200139,1,5,3.0,1,2,2.0,3.0,8.0,,,3,7.0,4.0,3.0,4.0,3.0,,1.0,,,,,,3,3.0,1.0,,,,1.0,,
20200140,6,6,0.0,7,2,,7.0,,,,8,8.0,,,0.0,,,0.0,4.0,1.0,,,,7,5.0,,0.0,,,,,
20200141,7,8,0.0,2,5,7.0,2.0,2.0,7.0,5.0,8,2.0,3.0,7.0,0.0,,,3.0,,6.0,,,,8,5.0,2.0,,,,7.0,,
20200142,2,2,7.0,0,3,1.0,4.0,2.0,5.0,8.0,4,0.0,3.0,8.0,1.0,2.0,,7.0,4.0,,,,,8,0.0,8.0,,,,0.0,,
20200143,2,1,5.0,7,2,2.0,6.0,2.0,6.0,6.0,6,4.0,5.0,5.0,5.0,4.0,,7.0,,,,,,5,8.0,7.0,1.0,,,,,
20200144,6,1,6.0,1,4,,,0.0,8.0,,5,8.0,4.0,8.0,5.0,1.0,,0.0,1.0,,,,,3,6.0,1.0,,,,,,
20200145,3,7,0.0,6,0,6.0,8.0,4.0,4.0,,8,,5.0,,7.0,,,5.0,,0.0,,,,6,3.0,2.0,,,,3.0,,
20200146,7,1,0.0,4,4,7.0,,6.0,0.0,,4,2.0,6.0,2.0,5.0,,,8.0,,,,,,0,7.0,1.0,,,,,,
20200147,8,2,,0,3,,3.0,6.0,3.0,,8,,4.0,6.0,0.0,2.0,5.0,5.0,,,,,,5,5.0,0.0,,,,8.0,,
20200148,5,1,8.0,1,7,2.0,6.0,8.0,8.0,5.0,4,0.0,3.0,,1.0,6.0,4.0,6.0,,1.0,6.0,,,1,0.0,3.0,,,,,,
20200149,0,2,3.0,2,3,7.0,0.0,1.0,7.0,7.0,4,7.0,6.0,0.0,1.0,5.0,,6.0,,,,,,8,7.0,5.0,0.0,,,2.0,,
20200150,1,6,3.0,6,0,8.0,6.0,,6.0,6.0,2,3.0,,,,,,2.0,,,,,,7,0.0,,,,,,,
20200151,4,7,1.0,3,8,8.0,2.0,3.0,7.0,,3,7.0,2.0,,6.0,4.0,,6.0,,0.0,,,,0,4.0,7.0,,,,1.0,,
20200152,0,7,4.0,1,5,5.0,,5.0,3.0,2.0,0,5.0,7.0,,4.0,7.0,,,,,,,,8,,6.0,,,,,,
20200153,3,2,1.0,1,2,8.0,7.0,0.0,7.0,8.0,8,0.0,5.0,8.0,1.0,0.0,4.0,1.0,3.0,,,,,3,0.0,6.0,,,,0.0,,
20200154,3,2,5.0,1,2,4.0,7.0,6.0,,,4,,6.0,0.0,,,,7.0,,,,,,3,8.0,2.0,,,,,,
20200155,6,8,4.0,1,6,,6.0,,,,8,4.0,2.0,,,,,5.0,,,,,,1,7.0,,,,,,,
20200156,7,6,8.0,5,4,0.0,7.0,2.0,2.0,6.0,7,6.0,2.0,0.0,7.0,,8.0,1.0,,,,,,8,3.0,7.0,8.0,,,,,
20200157,2,5,1.0,6,4,0.0,,1.0,,,1,5.0,,,1.0,6.0,2.0,4.0,,,,,,0,8.0,7.0,,,,,,
20200158,0,1,7.0,4,8,4.0,0.0,8.0,0.0,2.0,1,8.0,4.0,6.0,5.0,0.0,0.0,7.0,6.0,1.0,3.0,,,3,2.0,1.0,,,,1.0,,
20200159,4,5,5.0,1,0,,,6.0,,,8,2.0,4.0,8.0,0.0,,,1.0,,,,,,1,,,,,,,,
20200160,0,8,3.0,0,0,,5.0,0.0,2.0,,3,5.0,8.0,1.0,7.0,,6.0,0.0,,6.0,3.0,,,3,5.0,1.0,,,2.0,1.0,5.0,7.0
20200161,3,2,,4,3,4.0,,,6.0,5.0,8,6.0,,,,,,6.0,,,,,,3,8.0,,,,,,,
20200162,8,1,8.0,0,7,2.0,4.0,0.0,2.0,,3,2.0,5.0,5.0,3.0,8.0,,0.0,,,,,,4,7.0,4.0,,,,,,
20200163,7,7,,6,8,7.0,5.0,1.0,8.0,2.0,2,,1.0,,1.0,6.0,,,2.0,,,,,6,,,,,,6.0,,
20200164,6,4,,1,8,2.0,,,3.0,,7,6.0,1.0,0.0,1.0,1.0,,,,,,,,1,,,,,,,,
20200165,5,8,2.0,2,6,1.0,0.0,5.0,2.0,5.0,2,7.0,1.0,,,,,,,8.0,,,,1,3.0,,,,,,,
20200166,6,5,1.0,6,6,,,5.0,,,2,5.0,7.0,4.0,3.0,,,,,,,,,1,,,,,,,,
20200167,0,6,7.0,4,8,3.0,,3.0,0.0,8.0,2,6.0,,,6.0,4.0,,,,,,,,1,6.0,,2.0,,,,,
20200168,7,0,3.0,2,0,6.0,0.0,7.0,6.0,1.0,1,0.0,8.0,,6.0,,5.0,7.0,,1.0,,,,0,4.0,7.0,8.0,,,,,
20200169,8,7,6.0,7,7,5.0,6.0,8.0,0.0,7.0,7,7.0,1.0,,2.0,2.0,1.0,8.0,4.0,,,,,7,1.0,8.0,,,,3.0,,
